bin	ESO.all.snps	GBM.all.snps	lung.all.snps	liver.all.snps	mel.all.snps	MM.all.snp	CRC.all.snp	LUSC.all.snp	ESO.1060.ESO.all.snps	ESO.1163.ESO.all.snps	ESO.130.ESO.all.snps	ESO.409.ESO.all.snps	ESO.682.ESO.all.snps	ESO.721.ESO.all.snps	ESO.774.ESO.all.snps	ESO.838.ESO.all.snps	ESO.913.ESO.all.snps	TCGA.34.2596.LUSC.all.snps	TCGA.34.2600.LUSC.all.snps	TCGA.43.3394.LUSC.all.snps	TCGA.56.1622.LUSC.all.snps	TCGA.60.2711.LUSC.all.snps	TCGA.60.2713.LUSC.all.snps	TCGA.60.2722.LUSC.all.snps	TCGA.60.2724.LUSC.all.snps	TCGA.60.2726.LUSC.all.snps	TCGA.66.2756.LUSC.all.snps	TCGA.66.2757.LUSC.all.snps	TCGA.66.2766.LUSC.all.snps	TCGA.06.0145.GBM.all.snps	TCGA.06.0152.GBM.all.snps	TCGA.06.0155.GBM.all.snps	TCGA.06.0185.GBM.all.snps	TCGA.06.0188.GBM.all.snps	TCGA.06.0648.GBM.all.snps	TCGA.14.0786.GBM.all.snps	MM.0191.snp	MM.0242.snp	MM.0309.snp	MM.0319.snp	MM.0332.snp	MM.0335.snp	MM.0338.snp	MM.0343.snp	MM.0344.snp	MM.0356.snp	MM.0375.snp	MM.0376.snp	MM.0383.snp	MM.0387.snp	MM.0389.snp	MM.0390.snp	MM.0392.snp	MM.0406.snp	MM.0408.snp	MM.0412.snp	MM.0421.snp	MM.0425.snp	MM.0447.snp	CRC.0002.snp	CRC.0003.snp	CRC.0004.snp	CRC.0005.snp	CRC.0006.snp	CRC.0007.snp	CRC.0008.snp	CRC.0009.snp	CRC.0010.snp	all.RK032.snps	all.RK001.snps	all.RK027.snps	all.RK015.snps	all.RK067.snps	all.RK046.snps	all.RK031.snps	all.RK002.snps	all.RK084.snps	all.RK041.snps	all.RK006.snps	all.RK035.snps	all.RK033.snps	all.RK099.snps	all.RK029.snps	all.RK056.snps	all.RK022.snps	all.RK083.snps	all.RK042.snps	all.RK025.snps	all.RK026.snps	all.RK126.snps	all.RK048.snps	all.RK047.snps	all.RK051.snps	all.RK075.snps	all.RK107.snps	all.RK106.snps	all.RK019.snps	all.RK003.snps	all.RK086.snps	all.RK092.snps	all.RK020.snps	all.RK037.snps	all.RK054.snps	all.RK023.snps	all.RK007.snps	all.RK137.snps	all.RK133.snps	all.RK024.snps	all.RK098.snps	all.RK109.snps	all.RK016.snps	all.RK050.snps	all.RK004.snps	all.RK063.snps	all.RK010.snps	all.RK069.snps	all.RK108.snps	all.RK012.snps	all.RK089.snps	all.RK100.snps	all.RK021.snps	all.RK130.snps	all.RK036.snps	all.RK079.snps	all.RK049.snps	all.RK141.snps	all.RK068.snps	all.RK055.snps	all.RK034.snps	all.RK138.snps	all.RK005.snps	all.RK018.snps	all.ME001.Tumor.snps	all.ME002.Tumor.snps	all.ME007.Tumor.snps	all.ME011.Tumor.snps	all.ME016.Tumor.snps	all.ME018.Tumor.snps	all.ME020.Tumor.snps	all.ME021.Tumor.snps	all.ME024.Tumor.snps	all.ME029.Tumor.snps	all.ME030.Tumor.snps	all.ME035.Tumor.snps	all.ME037.Tumor.snps	all.ME041.Tumor.snps	all.ME043.Tumor.snps	all.ME044.Tumor.snps	all.ME048.Tumor.snps	all.ME049.Tumor.snps	all.ME050.Tumor.snps	all.MEL.0009.Tumor.snps	all.MEL.0012.Tumor.snps	all.MEL.0015.Tumor.snps	all.MEL.0032.Tumor.snps	all.MEL.0045.Tumor.snps	all.Mel_BRAFi_02_PRE.Tumor.snps	all.LUAD.AEIUF.Tumor.snps	all.LUAD.D02326.Tumor.snps	all.LUAD.E00934.Tumor.snps	all.LUAD.E01014.Tumor.snps	all.LUAD.E01278.Tumor.snps	all.LUAD.FH5PJ.Tumor.snps	all.LUAD.QY22Z.Tumor.snps	all.LUAD.S00488.Tumor.snps	all.LUAD.S01302.Tumor.snps	all.LUAD.S01331.Tumor.snps	all.LUAD.S01341.Tumor.snps	all.LUAD.S01345.Tumor.snps	all.LUAD.S01346.Tumor.snps	all.LUAD.S01356.Tumor.snps	all.LUAD.S01381.Tumor.snps	all.LUAD.S01404.Tumor.snps	all.LUAD.S01405.Tumor.snps	all.LUAD.S01467.Tumor.snps	all.LUAD.S01478.Tumor.snps	all.LUAD.U6SJ7.Tumor.snps	all.LU.A08.43.Tumor.snps	all.LUAD.2GUGK.Tumor.snps	all.LUAD.5V8LT.Tumor.snps	all.LUAD.E01317.Tumor.snps
chr11.91	48	13	377	186	654	65	40	142	4	3	2	3	10	9	5	5	7	6	7	7	13	3	15	6	19	10	16	14	17	2	1	4	3	0	3	0	3	0	0	2	1	9	5	3	3	4	1	4	2	2	10	1	0	0	3	4	5	0	3	5	4	3	4	5	6	7	4	2	2	3	14	0	4	7	0	5	2	5	11	6	2	0	0	5	2	1	3	6	1	4	7	1	6	3	3	2	0	0	3	3	4	3	3	8	5	2	2	2	0	2	3	2	4	2	2	1	4	3	2	1	2	2	4	5	0	2	1	0	2	1	0	1	22	25	6	22	15	17	16	10	38	36	25	17	18	17	45	31	11	48	24	113	9	2	10	13	44	4	2	12	4	7	8	37	26	28	4	4	16	23	21	7	7	9	8	9	11	2	18	98	12
chr11.92	59	16	302	183	438	50	26	108	3	14	4	2	5	9	8	10	4	8	15	6	10	5	8	7	7	7	17	5	8	3	1	3	3	2	1	3	0	2	2	2	2	4	3	2	2	3	1	2	1	4	9	1	1	0	2	1	1	1	4	0	2	2	5	1	3	4	7	2	6	7	10	0	2	3	2	5	2	8	9	2	1	4	3	7	3	1	2	2	1	4	3	4	7	4	5	2	2	1	4	4	2	0	3	7	3	3	1	1	1	0	0	6	4	3	3	1	1	2	2	4	4	3	2	2	0	1	2	0	2	0	0	0	13	23	7	22	18	14	7	2	14	24	14	8	12	8	28	19	10	27	15	89	8	6	7	10	20	4	3	16	5	14	3	9	26	23	7	7	22	14	13	9	9	4	10	8	3	5	7	74	7
chr11.94	235	38	822	573	1102	92	84	337	13	60	16	21	40	20	21	26	18	14	19	24	23	17	23	16	46	36	61	18	17	7	8	5	4	2	9	3	5	4	4	5	3	10	2	2	3	8	2	0	1	2	8	7	4	3	3	3	7	5	1	8	11	8	8	12	11	13	10	3	12	22	22	13	3	13	13	18	13	22	33	19	3	4	5	9	12	6	1	11	4	1	16	5	22	5	9	14	9	4	13	12	3	5	6	15	12	6	7	3	7	6	6	5	11	5	10	6	7	2	4	14	8	9	6	10	5	10	3	4	3	3	2	2	34	71	2	45	37	37	36	13	59	44	25	30	49	25	39	88	26	97	47	128	27	5	8	27	100	20	6	42	19	30	17	42	39	55	16	3	13	69	31	21	22	13	25	41	18	3	55	199	23
chr11.95	274	55	1073	568	1107	114	111	490	23	67	23	22	39	18	27	33	22	27	28	35	52	15	34	34	59	61	62	27	26	8	15	7	6	2	10	7	6	6	5	8	3	6	4	8	5	2	4	4	2	7	5	6	2	3	1	5	5	8	9	9	17	6	14	8	23	22	8	4	13	16	18	9	5	18	9	10	10	12	27	23	7	8	9	12	13	7	5	6	5	6	13	5	10	14	17	8	9	8	19	10	5	6	9	21	8	10	12	3	13	10	6	7	8	5	6	6	6	4	11	5	8	7	2	12	0	4	5	0	7	0	1	1	35	72	2	26	34	46	44	11	71	61	35	33	31	21	35	56	19	124	44	140	23	1	8	20	98	35	5	47	19	23	33	77	68	74	19	2	23	82	52	15	24	28	37	47	34	2	39	243	45
chr11.96	248	32	918	344	1136	113	95	399	15	54	20	28	40	21	17	37	16	18	21	21	47	19	21	25	58	40	57	23	27	6	4	5	5	2	4	6	1	5	3	7	0	10	4	8	1	5	1	2	1	5	11	3	7	2	3	7	9	11	7	6	18	11	8	4	7	26	14	1	4	11	14	10	7	13	2	10	5	12	22	11	1	6	4	10	1	3	3	5	0	6	12	5	4	3	4	5	4	0	4	4	4	4	5	15	5	3	1	5	5	2	3	4	3	3	5	7	3	8	8	8	5	5	2	11	1	5	3	2	4	2	0	1	42	69	1	28	58	37	26	6	66	38	40	24	38	27	56	79	27	104	51	127	34	4	10	27	113	15	7	59	11	27	27	41	68	67	14	3	12	85	44	17	26	15	15	34	25	3	44	226	33
chr11.97	136	28	721	316	1118	84	76	305	7	26	8	13	26	17	13	16	10	20	18	25	22	12	27	19	29	26	52	15	20	2	7	6	4	2	6	1	3	4	3	1	1	11	2	5	3	1	0	4	3	4	6	1	8	2	1	6	4	5	6	6	6	3	13	6	8	14	14	6	2	12	13	11	3	19	5	6	4	15	21	14	3	3	8	14	2	3	3	3	3	2	7	4	8	2	8	8	6	1	9	6	3	2	3	9	1	8	5	2	4	3	4	6	7	3	1	1	1	3	3	1	0	4	3	5	3	2	0	0	1	0	0	0	27	61	3	28	34	43	28	10	62	46	40	40	53	22	44	68	30	123	46	135	26	4	5	29	90	12	1	44	5	38	23	36	45	40	5	5	16	58	34	20	26	16	10	23	22	5	30	188	19
chr11.98	82	41	437	248	907	78	45	214	4	16	8	10	11	13	5	10	5	9	18	12	17	9	10	13	22	24	49	11	11	9	8	6	1	5	4	8	5	6	3	0	4	12	2	6	2	2	0	1	4	2	5	4	1	3	3	0	4	2	7	1	2	9	7	0	7	6	11	2	5	6	4	9	9	10	5	2	7	9	20	12	2	0	7	5	2	5	0	0	4	3	2	1	4	7	3	3	2	6	7	4	3	0	2	7	6	2	2	1	5	2	5	5	9	1	1	0	3	3	5	0	3	2	1	7	2	2	0	0	3	1	0	0	23	61	2	35	36	38	14	13	55	46	24	21	31	22	39	58	11	79	33	134	22	1	4	18	75	6	3	24	7	16	11	28	27	37	8	2	13	36	14	8	12	6	13	13	6	2	19	114	12
chr11.99	40	21	267	157	494	77	27	122	3	3	0	6	4	5	1	7	11	11	6	9	5	1	13	11	7	9	22	8	6	5	1	3	3	0	5	4	2	1	9	3	0	8	3	2	4	4	1	2	3	0	14	2	2	2	2	8	5	0	0	2	1	3	5	0	5	5	2	4	4	3	6	5	4	3	0	3	3	3	4	10	4	2	2	5	4	2	2	4	2	4	1	1	2	0	3	3	2	1	4	2	1	0	0	5	4	2	0	3	3	0	1	1	4	2	2	1	6	1	5	3	4	2	0	3	1	2	0	1	1	0	1	0	24	20	3	25	25	6	10	5	23	20	17	12	13	13	12	17	11	27	19	102	9	2	13	3	47	3	3	13	2	9	6	23	17	21	15	8	20	20	6	5	9	4	8	5	3	7	9	46	5
chr12.100	107	18	495	188	819	55	50	313	10	21	9	7	11	22	8	11	8	38	36	26	14	7	26	26	23	37	21	28	14	1	1	4	5	3	3	1	3	2	4	2	3	2	2	5	1	1	1	0	0	3	4	1	3	1	3	2	3	3	6	2	5	4	6	4	5	10	11	3	1	4	8	5	8	4	3	1	2	7	9	8	1	2	0	9	3	1	11	2	1	6	7	2	2	2	10	2	4	2	0	2	2	3	0	9	3	1	5	1	2	6	2	1	2	0	1	3	0	3	5	1	2	4	1	1	0	0	0	0	0	0	0	1	12	49	7	20	39	28	34	7	27	30	19	21	36	8	44	92	17	52	47	107	10	5	12	21	67	1	5	40	8	17	9	23	22	31	10	3	16	46	51	11	9	19	27	23	9	0	10	90	15
chr12.101	54	7	353	168	635	35	41	141	8	9	1	6	4	8	10	2	6	13	14	8	11	5	20	7	9	8	13	10	13	2	1	2	1	0	0	1	5	2	1	2	0	0	1	1	2	0	1	0	2	0	7	1	0	0	0	4	2	3	1	2	2	6	1	7	6	4	7	6	5	2	10	0	8	7	2	3	3	3	14	9	1	2	0	4	2	3	2	0	2	10	1	0	4	4	4	4	3	1	4	4	2	0	0	2	3	1	1	0	0	1	2	3	6	1	3	0	1	2	4	3	5	0	0	3	0	0	3	0	1	0	0	0	19	27	5	24	14	31	21	7	16	36	17	9	16	7	34	54	14	51	21	116	5	2	14	11	44	5	4	25	13	7	10	6	18	25	9	7	16	31	34	8	8	10	17	26	9	3	6	46	10
chr12.102	47	14	292	159	462	31	33	139	6	8	2	8	1	16	1	2	3	11	13	11	7	4	12	13	7	12	14	6	10	3	3	3	1	1	2	1	4	0	1	1	2	3	1	0	1	2	0	2	2	0	3	2	1	1	1	0	2	2	0	1	3	4	2	5	5	3	6	4	2	1	7	2	4	6	2	5	4	5	5	10	1	3	3	6	0	5	5	3	0	2	2	3	4	1	1	1	3	1	2	4	1	1	0	5	3	3	3	0	4	2	1	4	5	3	0	0	1	2	4	0	4	0	3	4	0	0	0	0	1	1	0	1	13	12	3	19	12	16	18	2	15	27	7	15	8	9	28	33	13	18	13	101	8	0	15	6	36	5	5	13	3	8	6	17	21	30	9	3	26	17	15	1	5	2	16	14	8	2	2	53	11
chr12.103	82	11	366	176	597	36	40	145	9	22	8	5	8	14	6	6	4	18	18	2	3	8	8	10	10	17	23	7	10	3	4	1	1	0	1	1	2	1	4	2	3	2	0	0	1	1	2	1	2	1	2	0	1	3	1	2	1	3	1	3	9	2	3	1	3	12	5	2	3	6	8	3	3	4	2	3	1	5	10	8	1	2	2	7	7	3	1	1	2	11	3	1	3	3	2	3	5	3	4	3	2	0	0	5	1	4	1	0	2	6	0	1	3	3	1	1	2	6	1	1	1	2	0	2	1	2	1	0	2	0	1	1	12	24	2	21	29	18	31	7	20	27	13	13	15	9	24	45	17	28	16	134	9	1	14	18	42	4	4	27	5	6	10	10	21	49	19	7	20	20	10	9	8	5	12	17	3	6	15	72	7
chr12.104	45	21	354	193	598	43	36	128	8	10	4	0	6	5	4	4	4	5	10	8	7	5	11	6	9	17	26	6	8	5	3	3	2	2	3	3	1	3	0	0	0	6	2	0	1	2	5	0	1	0	6	0	1	1	4	5	1	3	1	2	5	3	2	1	8	10	4	1	2	6	11	1	5	4	3	4	3	4	7	4	3	1	3	2	3	4	1	2	3	8	7	1	3	2	5	5	2	1	7	5	1	2	3	5	3	3	3	2	6	1	2	2	5	2	5	0	2	2	2	5	9	1	1	0	0	0	0	1	2	0	1	0	16	33	4	21	17	12	23	5	20	42	11	13	31	18	34	52	13	42	20	106	2	0	11	14	36	7	2	25	6	12	7	20	15	36	8	3	17	21	26	5	12	8	13	23	3	2	10	61	12
chr12.105	84	24	554	229	797	48	45	221	14	19	10	7	9	7	9	5	4	19	21	13	3	11	24	18	11	17	42	12	9	6	3	3	4	2	4	2	4	2	3	3	1	3	5	2	3	1	1	0	2	2	3	1	3	1	1	1	2	2	2	7	5	4	4	3	7	3	9	3	3	6	1	2	7	7	1	3	3	8	17	12	2	2	6	13	6	3	3	2	5	12	3	2	4	4	5	5	8	2	8	4	2	2	1	2	3	2	3	1	3	2	3	4	6	2	2	0	1	3	1	2	7	1	0	1	0	0	0	2	3	0	0	1	18	40	5	26	16	32	40	10	27	46	15	23	33	17	46	81	16	49	29	118	9	1	13	17	56	10	2	51	3	18	21	18	38	54	22	2	17	28	33	19	11	15	20	40	14	4	7	93	14
chr12.107	40	13	200	119	343	43	33	78	4	7	4	4	5	6	2	5	3	9	6	4	3	2	6	5	11	3	9	4	7	4	0	2	1	1	2	3	0	4	1	2	1	4	1	0	1	2	2	2	2	3	5	0	2	0	0	4	1	3	3	6	3	6	6	0	2	1	4	5	1	2	3	2	2	5	1	3	2	3	4	4	2	1	2	4	2	3	0	1	0	16	2	1	4	0	2	0	3	2	3	3	2	1	0	3	1	3	0	2	0	1	2	0	1	1	1	0	1	3	1	3	3	1	2	1	0	2	0	0	1	0	0	0	12	15	1	21	6	6	16	4	9	13	3	11	16	5	21	27	8	12	11	81	1	1	9	9	16	4	1	16	0	5	4	7	8	13	9	9	18	9	18	0	3	12	5	15	6	2	4	21	11
chr12.108	66	12	387	135	626	47	37	147	6	5	8	4	11	15	7	5	5	9	12	10	9	10	11	11	15	12	22	11	7	4	1	2	0	2	3	0	3	1	0	2	13	3	1	0	0	1	3	0	1	2	6	0	3	0	1	5	1	0	1	3	7	4	1	3	4	6	6	3	3	1	6	3	0	2	3	7	3	6	4	6	0	1	0	5	2	3	4	1	0	6	4	0	5	1	1	1	3	2	7	4	1	1	0	5	2	2	2	1	4	0	3	4	0	0	2	1	1	0	2	2	1	2	2	1	0	1	0	0	0	0	0	1	21	49	1	16	17	18	25	11	11	30	12	17	20	9	51	54	11	35	28	107	0	1	6	13	38	7	2	32	9	5	9	6	26	34	17	5	24	21	16	6	5	11	20	31	12	2	7	66	14
chr12.11	59	23	337	210	625	40	51	216	8	2	6	5	6	15	8	7	2	8	23	22	11	6	15	19	19	21	21	9	28	4	3	3	1	2	4	6	3	0	3	0	1	1	3	2	2	7	2	2	2	0	3	0	0	2	0	2	0	4	1	3	4	3	6	4	8	7	14	2	7	7	5	6	2	9	7	1	7	7	14	4	5	1	1	5	5	1	4	1	1	6	9	1	4	2	5	3	4	4	5	2	0	1	2	2	7	1	4	0	1	1	3	1	3	2	2	2	2	4	4	4	5	3	0	3	1	3	0	2	2	0	0	0	24	33	1	23	23	20	27	6	17	30	4	22	11	16	36	43	17	48	22	97	7	0	13	23	44	10	1	19	2	10	12	24	15	16	16	5	14	17	17	2	9	19	15	6	11	6	12	69	10
chr12.110	43	14	316	134	648	35	26	131	11	2	5	1	6	8	2	5	3	17	15	8	0	3	9	16	17	6	11	8	12	2	2	1	3	1	3	2	1	1	0	2	1	3	1	1	1	1	2	1	2	1	4	0	2	0	2	4	2	2	1	2	3	5	5	2	2	2	4	1	3	3	5	3	3	4	1	1	2	6	7	6	1	1	0	5	2	2	2	1	1	11	5	1	5	0	1	4	0	3	2	1	2	1	1	5	0	2	0	3	1	0	3	3	4	3	0	0	0	2	1	2	6	0	0	1	1	0	1	0	0	0	0	0	27	32	1	24	24	15	22	4	22	38	9	22	21	16	40	61	16	49	21	114	2	1	11	18	26	4	0	27	5	8	11	11	18	26	11	7	12	19	24	5	4	10	20	16	8	3	10	51	6
chr12.111	101	23	618	215	842	48	44	279	15	22	12	8	11	17	3	7	6	29	24	15	15	6	26	19	33	27	36	14	15	5	3	4	6	2	2	1	2	3	2	1	0	3	2	2	0	0	2	1	4	2	5	2	3	2	2	1	5	1	3	5	3	8	2	3	3	5	6	9	4	3	10	6	7	8	2	8	2	2	8	10	1	2	2	6	3	3	2	1	3	12	3	4	5	2	5	2	1	5	6	4	4	2	1	3	5	0	4	6	3	1	6	2	4	2	1	1	3	1	6	2	4	1	0	8	1	1	0	0	0	0	0	1	28	37	6	24	28	25	31	8	33	41	19	28	31	22	40	94	22	31	31	125	7	3	10	22	86	3	0	58	9	16	20	14	41	56	17	9	15	43	28	12	24	19	22	38	13	4	17	125	15
chr12.112	60	36	789	171	768	67	38	303	11	8	3	3	7	11	3	5	9	26	27	24	14	15	27	19	29	40	37	14	16	10	1	4	6	4	8	3	4	4	2	2	3	7	4	1	0	5	1	1	1	5	8	2	1	1	1	2	5	1	6	1	5	2	4	1	5	8	9	3	1	4	0	1	2	3	2	2	0	4	13	6	6	3	1	7	3	4	4	4	6	4	1	6	3	3	8	4	6	3	3	1	1	1	0	4	2	3	1	2	0	2	4	3	4	0	1	1	2	1	3	2	7	1	0	3	0	0	2	0	0	2	2	0	16	50	2	30	26	34	26	8	22	38	10	31	33	18	46	88	17	38	32	113	3	0	10	18	49	7	10	62	5	26	21	20	60	86	23	10	14	22	48	25	22	19	24	52	8	4	25	173	23
chr12.113	36	33	397	229	566	44	32	162	3	2	2	3	2	12	6	3	3	10	17	11	5	6	16	15	15	10	23	12	11	9	6	3	2	3	6	4	6	1	2	1	0	2	1	3	4	1	0	5	0	1	2	0	1	1	3	3	3	1	3	4	2	3	3	3	2	6	6	3	3	6	14	2	4	10	4	5	2	8	16	9	1	0	2	5	5	1	3	1	1	13	5	0	4	3	3	6	5	2	3	7	0	1	4	6	3	3	1	5	3	0	0	1	9	3	4	0	2	2	6	2	8	0	0	7	0	0	2	2	2	0	0	0	12	33	1	22	12	21	28	6	15	25	11	14	19	8	35	66	11	22	16	99	8	0	15	16	45	7	3	35	3	13	8	9	28	37	18	5	15	17	25	18	5	13	7	34	0	3	18	70	6
chr12.114	44	9	278	155	602	35	34	155	9	3	3	4	6	7	3	3	6	14	19	3	7	4	14	12	15	18	16	9	11	1	2	2	1	2	0	1	2	1	3	1	1	2	0	3	0	0	0	2	3	1	5	1	2	0	1	2	4	0	1	1	4	2	5	3	5	2	7	5	1	3	1	2	4	3	2	0	2	3	7	6	0	3	2	3	6	3	3	2	2	12	2	2	7	5	5	2	3	1	3	2	2	0	3	7	5	1	3	0	2	1	1	1	5	3	2	1	0	1	2	1	3	0	0	3	0	1	1	0	2	1	1	0	12	30	4	15	21	16	28	3	19	39	15	18	20	11	44	47	8	40	18	111	4	3	6	19	42	3	1	18	3	6	3	5	14	25	9	3	17	14	25	2	3	16	17	17	11	3	9	50	4
chr12.115	61	31	292	173	806	57	28	171	9	15	4	6	6	14	1	3	3	22	22	5	8	3	20	17	16	12	17	7	9	5	2	3	7	0	5	9	3	1	2	4	2	5	4	4	2	1	1	0	2	1	7	1	1	1	3	5	3	1	3	3	0	3	5	1	4	2	7	3	3	2	10	1	8	3	2	6	7	6	7	9	1	2	4	2	2	0	2	3	1	10	2	1	1	5	1	3	5	2	3	3	3	1	1	10	4	2	2	1	1	0	1	6	2	1	2	0	0	0	1	3	3	0	0	4	1	0	1	0	2	2	2	0	31	42	4	28	22	24	26	5	23	40	8	23	35	16	51	98	22	47	37	123	8	5	10	11	58	1	2	19	2	4	0	9	19	29	10	6	15	23	29	5	8	10	16	16	5	4	13	42	5
chr12.116	132	37	541	260	1045	60	50	291	24	24	13	16	17	18	4	5	11	35	33	22	14	7	30	25	27	39	22	8	18	8	6	6	4	4	5	4	2	2	4	0	0	4	2	3	1	6	4	5	3	4	8	0	3	0	1	1	2	3	2	4	3	7	2	3	9	6	11	5	5	4	9	3	7	11	5	12	4	8	16	11	3	3	3	9	6	4	4	4	4	7	9	2	4	7	2	4	7	1	5	4	0	2	1	6	7	1	1	1	1	5	1	3	6	5	2	0	4	1	3	5	7	0	1	3	0	2	1	0	3	0	1	0	32	62	6	30	37	35	47	8	24	45	20	32	42	20	70	122	28	80	46	108	13	0	7	20	92	7	6	38	3	10	10	22	36	35	13	3	24	35	39	12	12	30	31	31	11	5	17	98	13
chr12.117	50	21	246	142	595	39	21	134	7	9	9	2	5	5	6	6	1	18	19	6	3	6	6	10	15	10	19	4	8	2	0	3	3	3	5	5	2	0	1	1	3	2	1	1	2	3	1	0	2	1	4	1	0	2	3	4	1	3	1	2	4	4	0	1	2	1	3	4	3	6	7	4	2	6	1	3	1	5	3	3	2	2	2	2	2	1	3	2	1	6	2	0	3	2	4	2	2	0	4	0	2	2	1	8	2	1	3	2	4	0	2	2	1	2	0	0	3	0	1	3	6	2	3	4	0	1	0	0	1	0	0	0	16	28	2	24	25	14	21	11	21	33	14	18	24	13	32	45	14	30	19	109	10	1	9	19	40	5	2	25	2	5	5	5	15	28	6	2	15	18	15	8	5	13	5	14	6	1	4	36	6
chr12.12	47	10	293	169	523	31	34	172	4	6	4	6	7	8	5	7	0	11	25	10	13	5	4	19	14	15	23	7	14	2	3	0	2	0	0	3	4	0	1	1	5	1	1	2	1	0	1	0	2	2	5	0	1	1	0	2	1	0	0	5	3	3	2	3	1	7	6	4	3	6	3	3	1	4	1	0	2	4	8	7	1	3	4	5	4	2	0	0	2	5	6	3	2	4	4	2	1	1	2	0	0	1	1	6	3	2	3	1	3	2	3	4	9	2	1	3	4	2	1	6	4	2	0	3	1	3	1	1	4	0	2	0	8	21	4	27	7	20	19	6	20	32	8	15	15	7	34	33	12	43	14	107	6	1	10	11	21	4	6	14	6	10	6	20	10	11	7	7	30	14	20	13	4	19	14	5	7	8	12	40	6
chr12.121	38	13	240	120	504	40	29	103	2	4	6	4	4	8	5	2	3	17	11	5	6	5	3	7	13	8	11	2	11	2	1	3	1	1	4	1	2	2	3	4	1	1	2	5	2	1	0	1	1	1	3	0	0	2	1	2	5	1	0	2	1	4	3	0	7	5	6	1	2	4	2	2	5	2	1	1	3	2	2	4	1	0	2	3	2	2	2	2	1	2	0	0	4	1	8	1	0	2	2	2	1	0	1	8	7	3	0	3	3	1	0	1	1	2	2	0	1	0	1	4	3	3	0	4	0	1	0	2	1	0	0	0	10	28	2	24	17	11	22	5	12	28	9	11	14	10	35	28	7	28	13	103	6	3	11	13	36	2	2	18	3	7	7	7	17	22	7	4	20	13	8	8	5	10	8	13	8	2	11	31	7
chr12.122	53	14	287	137	589	46	27	154	9	10	6	1	6	10	5	3	3	30	23	7	5	5	7	14	13	12	15	4	10	5	2	3	2	0	1	1	3	1	2	1	1	6	3	6	3	3	2	2	0	0	3	1	1	1	2	1	1	1	2	3	4	1	0	2	3	6	4	4	2	1	5	2	1	1	5	3	3	4	3	4	1	1	3	1	4	2	1	2	0	11	4	0	3	2	6	1	2	0	4	5	3	0	3	3	2	2	1	1	0	2	1	2	6	1	1	1	1	2	3	4	2	0	1	1	1	0	3	1	1	0	1	1	21	33	2	27	14	17	13	3	17	37	15	15	16	8	36	45	18	36	11	112	12	1	10	9	44	5	1	23	6	9	9	3	19	31	12	5	20	17	11	12	9	4	13	20	4	0	11	40	3
chr12.123	115	12	736	275	1199	75	64	305	16	20	17	9	21	12	6	8	6	12	30	20	14	16	29	30	23	37	26	17	34	1	1	2	0	3	3	2	0	7	3	3	2	2	4	0	5	7	3	1	3	1	8	6	1	1	1	5	4	5	3	6	4	5	10	3	10	7	14	5	2	10	15	2	6	11	3	3	2	12	10	10	1	5	1	10	6	5	5	1	2	7	6	5	6	4	7	5	11	1	10	5	1	3	1	4	6	5	3	0	3	5	8	3	6	1	3	0	1	2	5	2	11	4	0	4	0	2	0	1	1	1	0	0	38	63	4	29	37	34	56	10	41	50	20	35	44	11	82	140	34	105	40	154	24	1	14	20	98	17	10	58	19	16	12	19	41	76	16	4	22	42	43	17	19	31	28	50	16	4	20	130	26
chr12.124	219	18	852	306	1285	88	63	460	31	61	22	18	37	23	16	4	7	38	48	34	12	19	33	35	46	75	35	33	31	4	2	0	3	7	1	1	6	9	3	0	2	4	5	3	7	5	3	3	2	2	7	1	4	2	2	4	1	7	6	8	6	7	6	5	13	4	11	3	6	13	6	1	8	11	6	8	8	7	16	13	1	5	3	6	7	4	4	3	2	7	4	4	8	6	3	10	6	6	6	7	3	4	2	7	3	3	2	4	3	0	3	8	3	3	5	2	3	7	3	3	10	1	3	4	1	4	1	0	0	5	1	0	44	75	5	29	30	38	44	12	31	40	29	34	52	13	63	168	39	109	48	160	47	3	22	33	112	14	4	70	10	18	14	37	38	61	20	4	15	66	55	13	21	52	57	39	10	2	28	183	21
chr12.125	203	76	1286	420	1634	81	72	715	34	41	14	18	33	28	10	15	10	67	68	59	67	26	47	53	57	77	75	56	37	18	11	16	6	9	9	7	3	3	3	3	2	10	4	2	2	4	4	3	1	2	8	4	3	0	2	6	3	8	1	6	9	4	7	3	4	13	18	8	9	6	15	12	17	17	3	9	3	11	18	14	3	2	5	7	6	5	5	8	5	12	11	7	5	3	5	8	16	2	11	11	2	4	4	24	4	7	2	3	5	4	5	1	10	2	6	3	3	3	9	3	13	5	0	10	2	4	1	2	3	2	2	1	66	84	5	41	45	51	72	19	49	61	26	40	50	33	122	166	77	140	65	152	30	1	21	44	147	22	8	107	17	19	17	35	81	128	43	7	19	89	95	23	34	67	63	75	26	7	37	224	43
